name,founded_year,country_code,state_code,zip_code,city,address1,address2,raised_amount
DocBookMD,2009,USA,TX,,Austin,,,0
Docea Power,2006,FRA,,38430,Moirans,"166B, rue du Rocher de Lorzier",,1500000.0
Docebo,2005,ITA,,20050,Macherio (MI),Via A. Moro 1,,0
DocExchange,2005,USA,CA,94403,San Mateo,2121 South El Camino Real ,2nd Floor ,0
DocJax.com,2009,VNM,,,Ho Chi Minh,,,0
DocLanding,2000,USA,NE,68106,Omaha,6825 Pine St.,,1300000.0
DocMeIn,2009,USA,CA,94041,Mountain View,,,0
Docnet,2009,IRL,,,Dublin,,,0
Docoloco,2007,AUS,,3068,Clifton Hill,10 Yambla St,,0
DocOnYou,2010,ESP,,E28015,Madrid,San Bernardo 24,,0
DocRaptor,2010,USA,MI,49418-1342,Grandville,2885 Sanford Ave SW #13508 ,,0
DocSea,2000,FRA,,13008,Marseille,149B avenue clot bey,,863000.0
docshare,,USA,NY,10005,New York,48 Wall Street ,11th Floor ,0
docSTAR,1996,USA,NY,12308,Schenectady,2165 Technology Dr.,,0
Docstoc,2007,USA,CA,90401,Santa Monica ,1317 5th Street,suite 300,4000000.0
DocSyncer,,USA,,,,,,0
Doctor Communication Solutions (DocCom),,GBR,,BS1 5UB,Bristol,University Gate East,Park Row,0
doctor SIM,2007,ESP,,28016,Madrid,Serrano 216,1dcha,0
Doctoralia,,ESP,,,Barcelona,,,0
DoctorSolve Healthcare,1999,CAN,,V3W1J8,Surey,#2001-7495 132nd Street,,0
doctr,,DEU,,14469,Potsdam,Bertha-von-Suttner-Str. 8,,0
Docubank,,USA,PA,19072,Narberth,105 Forrest Avenue ,Suite 200 ,0
Docudesk,2001,USA,TX,75013,Allen,103 West Main,,0
Docufide,,USA,AZ,85250,Scottsdale,6263 North Scottsdale Road,Suite 170,4500000.0
Docufree,1999,USA,GA,30076,Roswell,1000 Holcomb Woods Parkway ,Suite 401 ,0
Doculynx,,USA,NE,68122,Omaha,6916 North 97th Cir,,0
Document Depository Corporation (DDC),2009,USA,PA,19102,Philadelphia,1500 Market Street,Suite 2650,0
Document Security Systems,1984,USA,NY,14614,Rochester,28 Main Street East,Suite 1525,4000000.0
Document Storage Systems,,USA,CA,33408 ,Juno Beach,12575 US Hwy 1,Suite 200 ,0
Documental Solutions,1999,USA,VA,22041,Falls Church,5205 Leesburg Pike,Suite 508,0
Documentary Channel,,USA,TN,37212,Nashville,1207 16th Avenue South ,,0
Documenthosting.com,2005,USA,CA,90403,Santa Monica,1158 26th Street,Unit 546,0
Documents For Divorce,2008,USA,CA,91701,Rancho Cucamonga,,,0
Documentum,1990,USA,CA,94566-7047,Pleasanton,6801 Koll Center Parkway ,,0
Documill,1998,FIN,,FI-02150,Espoo,Tekniikantie 14,,0
documistic,2007,USA,CA,92612,Irvine,18952 MacArthur Blvd,Suite 300,100000.0
DocuSign,,USA,WA,,Seattle,701 5th AVE ,Suite 4500,56400000.0
DocuVault,1997,USA,CO,80220 ,Denver,5155 E 46th Ave ,,0
Docuware,1988,DEU,,D-82110,Germering,Therese Giehse-Platz 2 ,,0
DocVerify,1999,USA,CA,92612,Irvine,,,0
DocVerse,2007,USA,CA,94105,San Francisco,530 Howard St.,Suite 450,1300000.0
Docvia,,USA,OK,74120,Tulsa,301 E Archer Street ,,0
DODAQ,2008,BEL,,2018,Antwerp,Rijfstraat 2-4,,0
Dodreams,2008,FIN,,00130,,Erottajankatu 15-17,,0
doejo,2007,USA,IL,60657,Chicago,N Broadway,,0
dog beacon,2010,USA,AZ,,scottsdale,4400 n scottsdale rd suite 9280,,0
Dog Digital,1996,GBR,,G2 1RW,Glasgow,4 West Regent Street ,,0
Dog Files,2008,USA,NJ,07016,Cranford,,,0
dogancay,2006,TUR,,38070,Kayseri,osman kavuncu caddesi kucuk mustafa mahallesi no:53/A,,0
Dogasaur,2009,USA,FL,33496,Boca Raton,17750 Grand Este ,,0
DoggieInk,2008,USA,GA,31210,Macon,3104 Vineville Ave,,0
doggyloot,2010,USA,IL,60614,Chicago,213 N Racine,2nd Floor,0
Dogmar,2007,LVA,,LV-1082,Riga,"Rudens iela 10-32, Riga, LV-1082","Lubanas iela 78, Riga, LV-1073",0
Dogpatch Labs,2008,USA,CA,94107,San Francisco,,,0
Dogster,2004,USA,CA,,San Francisco,"555 De Haro Street, #350",,1000000.0
DogTime Media,2007,USA,CA,94108,San Francisco,27 Maiden Ln,Ste 700,1000000.0
DogWalker.com,2009,USA,NY,,New York,,,0
Doherty HRO,1980,USA,MN,55435,Edina,7625 Parklawn Avenue,,0
Dohop,2004,ISL,,101,Reykjavik,Klapparstigur 16,,0
DoJiggy ,2003,USA,CO,,Boulder,,,0
Dojo Learning,2008,CAN,,R3G 3C3,Winnipeg,588 Ashburn Street,,0
DokDok,2009,CAN,,H3J 1S6,Montreal,420 Guy,,220000.0
Dokko Group,,ARG,,7000,Tandil,Col?n 1427,,0
Dolan Media,,USA,MN,55402,Minneapolis,222 South Ninth Street,Suite 2300,2623840.0
Dolby,,USA,CA,94103-4813,San Francisco,100 Potrero Avenue ,,0
Dolomite Microfluidics,2005,GBR,,SG8 5TW,Royston,"Unit 1, Anglian Business Park",,0
Dolphin Geeks,2005,USA,FL,34951,,,,0
Domain Developers Fund,2008,CYM,,1102 KY,George Town,c/o SH Corporate Services Ltd.,4th Floor Harbour Centre,120000.0
Domain Invest,2008,LUX,,3372,Leudelange,"2, rue L?on Laval",,7530000.0
Domain Labs,2007,TUR,,06040,Ankara,PK 1000 Ulus,,0
Domain Media,2008,USA,AZ,,Chandler,,,0
DOMAIN Therapeutics,,FRA,,,,Boulevard S?bastien Brant,67400 ILLKIRCH-STRASBOURG,0
Domaine Consumer Goods,2010,USA,RI,02913,Providence,41Bassett. St. ,,0
Domainex,2001,GBR,,CB4 0WG,,324 Cambridge Science Park,Milton Road,718000.0
DomainHole,2010,CAN,,C1B2C4,Charlottetown,614 North Rive Rd.,PEI,0
DomainPeople,1999,CAN,,V6C 2B5,Vancouver,550 Burrard Street ,"Bentall 5, Suite 200 ",0
Domains Depot,2010,CAN,,T1X 0C6,Chestermere,348 Windermere Drive,,0
DomainsBot,,ITA,,00136,Rome,Via Livio Andronico 75,,0
DomainTools,,USA,WA,98121,Seattle,2211 5th Ave ,,0
DOME Exam Prep,2010,USA,CA,90048,Los Angeles,137 N Wetherly Drive #104,,0
Dome9 Security,,ISR,,,Tel Aviv,3 HaBarzel street,,0
DOmedia,2007,USA,OH,43215,Columbus,274 Marconi Blvd,Suite 400,0
Domegos,2006,GBR,,,Birmingham,69 Great Hampton Street,,0
Domenca d.o.o.,2003,SVN,,4270 ,Jesenice ,Spodnji plav? 24e ,,0
Dominion Digital,1997,USA,VA,23060,Glen Allen,4101 Cox Road ,Suite 350 ,0
Domisys,1999,FRA,,44200,Nantes,36 Boulevard Joliot Curie,,0
dommo,2004,ESP,,28014,madrid,antonio Maura 16,,0
DOMODESK,1998,ESP,,46014,Valencia,C/Alqueria de Benlloch 24,,0
DoMore Property Management Services,2005,CAN,,,Oshawa,,,0
Don't Blink Design,2004,USA,CA,90401,Santa Monica,701 Santa Monica Blvd,Suite 250,0
Don't Blink Media,2005,USA,WA,98122,Seattle,400 East Pine Street ,Suite 301 ,0
Don't Shoot Enterprises,,USA,IL,60532,Lisle,1001 Warrenville Rd ,Suite 110,0
DoNanza,2008,ISR,,67448,Tel Aviv,3 Menorat Hamahor Str.,,0
Dondlinger & Sons Construction,1898,USA,KS,67201-0398,Wichita,2656 S. Sheridan ,,0
Done In :60 Seconds,2007,USA,KY,40555,Lexington,P.O. Box 55611,,30000.0
Donesi.com,,CSS,,11000,Belgrade,Skender Begova 53a,6,0
Donnerwood Media,2005,USA,CA,94107,San Francisco,"620 Folsom St, Suite 350",,10200000.0
Donnorwood Media,,USA,CA,94107,San Francisco,"620 Folsom St, Suite 350",,5000000.0
DONOBI,,USA,WA,98383,Silverdale,PO Box 2015,,0
DonorCharge,2009,USA,GA,31412,Savannah,PO Box 9058,,0
DonorsChoose.org,2000,USA,NY,10001,New York,213 West 35th Street,2nd Floor East,0
donoskeys,2008,USA,CT,,New Haven,,,0
Donotrent,2010,USA,,,,,,0
Donovan Data Systems,,USA,NY,10011,New York,115 West 18th Street,,0
Donovan Group Holdings LLC,2003,USA,WI,53202 ,Milwaukee,"544 East Ogden Avenue, #700-120 ",,0
DontDateHimGirl,2005,PRT,,9004-521,"Funchal, Madeira",Avenida do Infante 50 ,,0
Doochoo,2010,USA,CA,94109,San Francisco,,,150000.0
Doocuments,2010,ESP,,48007,Bilbao,"Universidad de Deusto - Deustokabi - Edificio ESIDE, 4? planta ","Avda. de las Universidades, 24",0
Doodle,2007,CHE,,8005,Zurich,Technoparkstr. 1,,0
Doodlekit,,USA,MO,64141,Kansas City,P.O. Box 414743,,0
doof,2007,GBR,,NW1 0EG,London,The Forum,Camden Street,0
DooID,2009,ESP,,38 612,El M?dano,"Calle el Cano 2, ptal. 3/ 2?b",,0
Dooit,2008,ITA,,I-31100,Treviso,,,0
Dookaz.com,2007,HKG,,,Laichikok Kln,6B Ka Ming Industrial Bldg,688-690 Castle Peak Rd,0
doomby,2004,FRA,,80480,Dury,26 route d'Amiens,,0
doonde,2007,ESP,,08018,Barcelona,Llacuna 162,,0
DooPad,,USA,CA,,Mountain View ,,,0
Door-6,2009,USA,WI,,Madison,,,0
Door4,2000,GBR,,BB9 9BT,Nelson,Pendle Business Centre,Commercial Road,0
Doors4Home.com,2009,USA,TX,78709-2942,Austin,P.O Box 92942,,0
DooShare,2008,USA,MI,48044,Macomb,,,0
Doostang,2005,USA,CA,94306,Palo Alto,410 Cambridge Ave,2nd Floor,5750000.0
Doovle,2009,GBR,,KT109LH,Esher ,1 Clive Place ,,0
Dooxe,2008,FIN,,00170,Helsinki,Vironkatu 3 D 1b,,0
Doozly,2010,USA,CA,94303-2283,East Palo Alto,1900 University Avenue ,,0
Dopetracks,2007,USA,CA,,Van Nuys,,,0
Doppel & Ganger,2008,USA,CA,90046,Los Angeles,7510 W. Sunset Blvd.,Suite #1161,0
Doppelganger,,USA,CA,94141,San Francisco,500 Treat Ave,,11000000.0
Doppler Internet,,USA,IN,46410,Merrillville ,Merrillville ,,0
Dopplr,,GBR,,EC1Y 2BP,London,100 City Road,,0
Dorado Corporation ,1998,USA,CA,94403,San Mateo,1200 Park Place,,0
Dorado Software,1998,USA,CA,95630,Folsom,"110 Woodmere Road, Ste. 200 ",Suite 200,0
Dorm Mom,2006,USA,NY,14221,Williamsville,214 Amherston Dr,,0
Dorman Media,2008,USA,FL,,Spring Hill,3025 Anderson Snow Rd ,,0
Dormir,2005,USA,IN,46032,Carmel,615 West Carmel Drive ,,0
DormNoise,,USA,MA,02721 ,Fall River,372 Stevens Street ,,950000.0
DormTrader,2008,USA,IL,60626,Chicago,,,0
Dormzy,2010,USA,OH,43207,Columbus,760 Internet Drive,,250000.0
Dorsey Wright and Associates,,USA,VA,23235,Richmond,9201 Forest Hill Ave.,Suite 100,0
Dos Banderas,,USA,TX,75040,Garland,614 Main St.,,0
Dosensio,2008,USA,IL,60608,Chicago,,,0
DoseSpot,2009,USA,MA,02451,Waltham,716 Main Street,2nd Floor,0
DossierView,,CAN,,N2L 6R5,Waterloo,295 Hagey Blvd.,Waterloo Research & Technology Park,750000.0
DosYogures,2009,ESP,,28036,Madrid,,,0
Dot Com Infoway,2000,USA,CA,94111,San Francisco,1750 Montgomery Street FL 1 ,,0
Dot Com Infoway Australia,,USA,OH,44122,"Beachwood,",23205 Mercantile Road,,0
Dot Com Infoway France,2000,IND,,600 102,Chennai,"""GNG House""","K-48, Anna Nagar East",0
Dot Creation --- Web Design Company,2004,IND,,,Chandigarh,"Tower-D, Third Floor, DLF Building,","DLF Building, Rajiv Gandhi Information Technology Park,",0
DOT GREEN,2007,ROM,,,Bucharest,"Str. Banul Udrea, Nr 6",,0
Dot Hill Systems,,USA,CO,80501,Longmont,1351 S. Sunset Street,,0
Dot Mailer,,GBR,,Cr0 0XT,Croydon ,"18th Floor , No 1 Croydon ",12-16 Addiscombe Road ,0
Dot Net Solutions,2004,GBR,,SL4 1QP,Windsor,George V Place,4 Thames Avenue,0
dotBERLIN,2005,DEU,,10823,Berlin,Akazienstrasse 2,,0
DotBlu,,USA,,,,,,2250000.0
dotBrilliance,2002,NLD,,1111XB,Diemen,Rode Kruislaan 1228A,,0
dotCloud,,USA,CA,94104,San Francisco,180 Sansome Street,16th Floor,10800000.0
dotcom egypt,1999,FRA,,95130,Franconville,Monts rouge,,0
Dotcom House - Complete Web Solutions,2005,IND,,600049 ,Chennai,"No 8/10A, Rajajinagar 8th Street, Villivakkam ",,0
Dotcom Insys,2005,IND,,600049,Chennai,"137, 2nd Floor, South Mada Street",Villivakkam,0
Dotflux,,FRA,,F- 73374,Le Bourget Du Lac Cedex ,30 all?e Lac d'Aiguebelette ,Savoie Technolac,0
dotFree Group,2010,CZE,,25241,Dolni Brezany,Prazska 636,,0
DotGov,2009,USA,WA,98101,Seattle,1700 7th Ave.,Ste 2100,0
DotGT,2010,USA,TN,37115,Madison,924 Myatt Industrial Dr.,,250000.0
DotHomes,2006,GBR,,,London,,,0
dotLogix,,USA,TN,38120,Memphis,866 Ridgeway Loop ,Suite 100 ,0
Dotmenu,1997,USA,NY,10011,New York,39 West 19th Street,7th Floor,0
dotMobi,,IRL,,,Dublin,2 LaTouche House,IFSC,0
Dotndot,2007,IND,,500017,Hyderabad,,,0
DotNetNuke,2006,USA,CA,94402,San Mateo,155 Bovet Road,Suite 201,8000000.0
DotNext,2006,USA,CA,94588,Pleasanton,4420 Rosewood Drive ,Suite 2550,0
Dotomi,2003,USA,IL,60661,Chicago,168 N. Clinton,,0
dotopen,2009,ESP,,,Barcelona,,,0
dotORG Weekend,,USA,WA,98109,Seattle,Amazon HQ - 535 Terry Ave N. ,,0
DOTQUAD,2009,USA,CA,91101,Pasadena,150 South Los Robles Ave ,Suite 750,0
DoTradeEasy,2008,GBR,,EC1V4PY,London,145 - 157 St John Street,,0
DotSpots,2007,USA,CA,90501,Torrance,1957 W Carson Street,#102,300000.0
Dotspotter,,USA,,,,,,0
Dotster,1999,USA,WA,98662,Vancouver,8100 NE Parkway Dr,,0
dotSUB,2007,USA,NY,10021,New York,360 East 72nd St #C3104,,0
dotSyntax,2006,USA,NY,14623,Rochester,125 Tech Park Drive,,500000.0
Double Encore,2008,USA,CO,80205,Denver,2040 Larimer Street,,25000.0
Double Fusion,2004,USA,CA,94105,San Francisco,"300 Beale Street,",Suite D,59000000.0
Double Good,,USA,CA,,Palo Alto,,,0
Double R Group,2009,JPN,,214-0013 ,Kawasaki-shi,"382-6, Noboritoshinmachi",Tama-ku,100000.0
Double-Take Software,,USA,MA,01772,Southborough,257 Turnpike Road,,0
Double-Take Software Canada,1994,CAN,,H3A 2W5,"Montreal, QC",2000 Peel Street,Suite 905,11310000.0
DoubleClick,,USA,NY,,New York,111 Eighth Avenue,10th Floor,0
DoubleDutch,2010,USA,CA,94110,San Francisco,"2601 Mission Street, #402",,1400000.0
DoubleMusic (Emoxion & HHDirecto),2008,ESP,,08004,Barcelona,montfar 16,bajos 3,0
DoublePlus,,USA,FL,32953,Merritt Island,2460 N. Courtenay Pkwy Suite 201,,0
DoublePositive,2004,USA,MD,21224,Baltimore,1501 S. Clinton Street,Suite 1520 ,6700000.0
DoubleSpring,2008,IND,,560005,Bangalore,#15/1 Robertson Road,Fraser Town,0
doubleTwist,,USA,CA,,San Francisco,568 Howard Street,,7500000.0
DoubleVerify,,USA,NY,10001,New York,"460 West 34th Street, 14th Floor",,13500000.0
Douglas Consulting,1980,GBR,,07960 ,Morristown,One Madison Ave ? East Bldg,,0
Dover,,USA,IL,60515,Downers Grove,3005 Highland Parkway,Suite 200 ,0
Dow Jones & Co.,,USA,NY,10281,New York,1 World Financial Center,200 Liberty Street,0
DOWNLOADASK,,IND,,411057,pune,,,0
Downstream,2010,USA,MI,49464,Zeeland,201 W. Washington Ave,Suite 101,0
Downstreamtoday.com,,USA,TX,77084,Houston ,5870 Highway 6 North ,Suite 107 ,0
Downtown Music LLC,2006,USA,NY,10013,New York,"485 Broadway, 3rd Floor",,0
Doximity,,USA,CA,94401 ,San Mateo,119 South B Street,Suite B,10800000.0
Doxo,2008,USA,WA,98104,Seattle,308 Occidental Ave S,Suite 200,15250000.0
DoxStor,2007,USA,MA,01605,Worcester,100 Grove Street,,0
doXtop,2007,DEU,,73760,Ostfildern,Schoenbergstr 45,,0
Doyenz,2007,USA,WA,98004,Bellevue,11245 SE 6th Street,Suite 120,7800161.0
DoYouBuzz,2007,FRA,,44000,Nantes,43 rue Pr?fet Bonnefoy,,0
Doyouwannahookup.com,,USA,NY,,New York,,,0
DP,2007,FRA,,13540,AIX-EN-PROVENCE,385 CH BEDOULE,,0
dp dialogue,,AUS,,4006,Brisbane,100 Wickham Street,Fortitude Valley,0
DP7 Digital,2009,BRA,,04531011,Sao Paulo,"Rua Pedroso Alvarenga, 990, sala 72, itaim bibi",,100000.0
DPCI,1999,USA,NY,10036,New York,1560 Broadway,Suite 810,0
DPD: Digital Product Delivery,2008,USA,NC,,Belews Creek,,,0
DPI,1995,NLD,,2583 CM,The Hague,Dr. Lelykade 56,,0
dpivision.com,2003,GBR,,NE1 5DW,Newcastle upon Tyne,"The Attic, Silicon Alley",1 Pink Lane,0
DPLwebmarketing.com,2006,LKA,,20400,Kandy,336 Colombo Road,Peradeniya,0
DPM Creative Group,1999,AUS,,2042,NSW,29 Liberty Street,Enmore,0
dPoint Technologies,,CAN,,V6A 2E4,"Vancouver, BC",1275 Venables Street,,2600000.0
dpreview,1998,GBR,,,,,,0
Dr Adept,1998,GBR,,SS15 5EP,Basildon ,Great Knightleys ,,0
Dr Lal PathLabs,,IND,,122 001,Haryana,"5th Floor, The Pavilion, M.G. Road,","(Near Dev Cinema), Gurgaon",0
Dr Sears Family Essentials,,USA,CA,92612,Irvine,"2361 Campus Drive, Suite 200",,5600000.0
Dr. Cell Phone,2004,USA,TX,75229,Dallas,11526 Harry Hines Blvd,#108 ,0
Dr. Diane Hamilton,2008,USA,AZ,85284,Tempe,"315 W. Elliot Road Suite 107, #228",,0
Dr. Harlander & Mag. Harlander,,AUT,,5020,Salzburg,Ignaz-Rieder-Kai 17,,0
Dr. TATTOFF,2004,USA,CA,90211,Beverly Hills,8500 Wilshire Boulevard ,Suite 105 ,2000000.0
Draconis Software,2003,USA,MA,01801,Woburn,444 Washington St,Suite 202,0
DraftMix,2007,USA,CA,,Campbell,,,0
Dragon Media Online,2005,USA,CA,94612,Oakland,1901 Harrison Street ,Suite 1630 ,0
Dragon Ports,,CHN,,100025,Beijing,89 Jian Guo rd.,Building 16 Suite 306,120000.0
Dragonfly,2006,USA,NY,,New York,,,3000000.0
Dragonfruit Studios,,USA,GA,30309,Atlanta,"1800 Peachtree Road, NW",Suite 655,1000000.0
DragonKnight Advisors,2005,GBR,,SE1 2RE,London,3 More London Place,,0
Dragontape,2010,HUN,,1226,Budapest,M?rv?ny u. 42.,,0
DragonWave,,CAN,,K2K 3C9,"Ottawa, Ontario",600-411 Legget Drive,,0
DragTimes,1999,USA,FL,33330,Davie,,,0
Drainware,2010,ESP,,28039,Madrid,"Castilla 31, 3? B",,0
Drake International,,AUS,,,Melbourne,"Level 40, 55 Collins Street",,0
Draker Laboratories,1999,USA,VT,05401,Burlington,22 North Street,,1610000.0
Draper & Associates,,USA,GA,30328,Atlanta,5665 New Northside Drive,Suite 100,0
Draper Investment Company,,CHE,,CH-8002,Z?rich,Dreik?nigstrasse 31a,,0
Draugiem,2004,LVA,,LV-1011,Riga,Lacplesa 101,,0
DRAWIN,2008,FRA,,74160,Saint Julien en Genevois,"88, Chemin de la Merci?re",Therens,0
Drawloop Technologies,2001,USA,CA,92612-8600,Irvine,"4199 Campus Drive, Suite 710",,0
Drawn to Scale,2009,USA,WA,98104,Seattle,318 1st Ave S,Unit 403,0
DRC Computer,2004,USA,CA,94089,Sunnyvale,1178 Bordeaux Drive ,,500000.0
drchrono,2009,USA,CA,94040,Mountain View,,,0
DrClick,2006,POL,,30-010,Krak?w,?okietka 5,,0
DRD,2004,USA,IN,46304,Chesterton,709 Plaza Dr.,,0
Dre Medical,1984,USA,KY,40223,Louisville ,1800 Williamson Court,,0
"DRE Software, Inc.",2009,USA,TX,77002,Houston,410 Pierce Street,,0
Dream Careers,2000,USA,CA,94063,Redwood City,2223 Broadway Street,,0
Dream Cheeky,2003,HKG,,,Tsim Sha Tsui East,1207 Peninsula Centre,,0
Dream Systems Media,2003,GBR,UT,84043,Lehi,2940 W. Maple Loop Suite 201C,,0
DreamBank,2008,CAN,,,Vancouver,,,0
DreamBox Learning,,USA,WA,98004,Bellevue,10900 NE 8th Street (Plaza Center),Suite 600,7100000.0
DreamDesigners,1999,ARG,,1425,Buenos Aires,Dorrego 1940,Torre C - 2th H,0
DreamersDo,2010,ITA,,73025,Martano (LE),via Nizza 26,,0
Dreamerz Foods,2006,USA,CA,94133,San Francisco,535 Pacific Avenue,3 Floor,10000000.0
DreamFace Interactive,2007,FRA,,78180,Montigny Le Bretonneux,12 avenue des Pr?s,,150000.0
DreamFactory Software,1998,USA,CA,95008,Campbell,1999 S Bascom Ave,Suite 928,6252331.0
Dreamfoot,,UKR,,,Kiev,,,0
Dreamin Out Loud Entertainment,2009,USA,MO,6418,Kansas City,PO Box 46762 ,,0
dreamki,2009,UKR,,01001,Kiev,"67, Peremogy street",,0
Dreamland Mobile Technologies,,USA,CA,94085,Sunnyvale,1250 Oakmead Parkway,Suite 210,0
DreamOval,2007,GHA,,,Accra,,,0
Dreampod,2002,USA,TX,77024,Houston,12808 Queensbury,Suite E511,183498.0
Dreams Media,2004,IND,,401107,Mumbai,"B/501, Mansi Apt., Near Vijay Park, Mira Road East",,0
Dreamscape Blue,2009,USA,CA,95128,San Jose,3031 Tisch Way,Suite 510,350000.0
DreamSimplicity,2009,USA,CA,94104,San Francisco,548 Market Street,,0
Dreamsky,2009,CHN,,518000,Shenzhen,,,0
Dreamsoft Technologies,2007,GBR,,,,Rochdale,,100000.0
Dreamstime,,USA,TN,37027,Brentwood,1616 Westgate Circle,,0
Dreamstreet Golf,2009,USA,NY,10950,Monroe,504 Continental Drive,,40000.0
DreamWalk,2009,AUS,,3125,Burwood,10 Stephens St,,0
Drecom,2001,JPN,,169-8631 ,"Shinjuku-ku, Tokyo","3rd Fl., Takadanobaba Center Bldg. ","31-18, Takadanobaba 1-chome, ",0
Dresden Silicon,2005,DEU,,01069,Dresden,Helmholtzstra?e 18,"Barkhausenbau, Room E63",590000.0
Dress for Less,,DEU,,D-65451,Kelsterbach,M?nchhofallee 1,,0
Dress4Less,,USA,CA,90240,Downey,8058 Lubec Street,,0
Dresser,,USA,TX,75001,Addison,15455 Dallas Parkway,,0
Dresser Mouldings,1987,GBR,,BL6 5JB,Bolton,Unit 3 Station Rd. Blackrod,,0
Dressipi,2010,GBR,,W2 4DR,London,2nd Floor,23 Pembridge Square,0
DressUp,2009,UKR,,,Kiev,,,0
Drexel Metals,,USA,PA,18974,Ivyland,204 Railroad Drive,,0
Drexel University,1981,USA,PA,19104,Philadelphia,3141 Chestnut St.,,0
Dribbble,2009,USA,MA,,Salem,,,0
DriftMill India,,IND,,,Agra,4/117F-Civil Lines,Church Road,0
Driftr,2007,USA,CA,90291,Venice,,,0
DriftToIt,2007,USA,NC,27615,Raleigh,8601 Six Forks Road,Suite 400,300000.0
DriJo,,USA,CA,,Mountain View,,,0
Drillteam | Dachis Group,,USA,NY,,New York,,,0
Drimki,2007,FRA,,,Paris,,,5140000.0
Drimmi,2009,RUS,,,Moscow,,,4000000.0
Driv3,,USA,VA,22209,Arlington,1817 N. Quinn St. #212,,0
Drive South Africa,2003,ZAF,,8001,Cape Town,38 Hout Street,,0
DriveABLE Assessment Centres,1998,CAN,,AB T5K 2J1,Edmonton,304-10050 112 Street NW ,,808000.0
DriveCam,1998,USA,CA,92123,San Diego,8911 Balboa Avenue,,69000000.0
Drivecast,2008,ITA,,10024,Moncalieri,"Via Postiglione, 29",,0
DriveCMS,2007,USA,FL,33157-6817 ,Miami,18495 South Dixie Highway,#365,0
DriveHQ,,USA,CA,94583,San Ramon,2603 Camino Ramon,Suite 200 ,0
DriveHQ.com,,USA,CA,94085,Sunnyvale,830 Stewart Dr.,,0
DriveK,2010,ITA,,20129,Milan,Via Cesalpino 60,,0
DriveMeCrazy,2010,USA,CA,,San Francisco,,,300000.0
Driven Action,2007,AUS,,2000,Sydney,Level 57,19 Martin Place,0
DrivenBI,2006,USA,CA,91101,Pasadena,221 E. Walnut Street,Suite 229,1233000.0
DrivenTide,2009,USA,CA,94102,San Francisco,"172 Haight street, Suit 7",,0
DriverSide,2007,USA,CA,94111,San Francisco,639 Front St,FL 4,10300000.0
Driving Left,2008,CYP,,4048,Germasogia,Georgiou A 60,,0
DrivingRevenue,2007,USA,IL,,Chicago,,,0
drkoop.com,,USA,CA,90401,Santa Monica,225 Arizona Avenue ,Suite 250 ,0
DRO Biosystems,,ESP,,E-20009,San Sebasti?n,Technology Park,Miram?n 200,237000.0
Drop Magazine,2007,USA,,,Detroit/NYC,,,0
drop.io,2007,USA,NY,11201,Brooklyn,68 Jay Street #413,,9950000.0
Dropbox,2007,USA,CA,94102,San Francisco,760 Market St #1150,,7200000.0
DropCam,,USA,CA,94107,San Francisco,340 Brannan St. ,,0
Dropfire,2001,USA,MA,02138,Cambridge,30 Spinelli Place ,,0
Dropico Media,2008,ISR,,46120,Herzelia Pituach,Hamenofim 1,,1000000.0
Droplet Technology,,USA,CA,94025-1449,Menlo Park,1600 Adams Drive,,3500000.0
Dropshoper ,2010,POL,,03-042,Warsaw,Marywilska 44,,0
DropYourTalent.com,2008,USA,CA,91403,Sherman Oaks,5152 Sepulveda Blvd.,#148,0
Dropzone,,NOR,,0579,Oslo,?kernveien 99,,0
DrovedUp.com,2010,USA,FL,33055,Miami Gardens ,P.O. Box 552623,,0
DRS Defense Solutions,2008,USA,MD,,Bethesda ,7600 Wisconsin Ave,Suite 1000,0
DRS Technologies,,USA,NJ,07054,Parsippany,5 Sylvan Way,,0
DrugDev.org,2008,USA,NJ,08452,Princeton,"66 Witherspoon St, #317",,0
Drugstore.com,,USA,WA,98004 ,Bellevue,"411 108th Avenue NE,",Suite 1400,0
Drum Channel,2007,USA,CA,93030,Oxnard,900 Del Norte Blvd,,0
Drumo,,AUS,,2007,Sydney,"Suite 8, 13-15 Smail Street, Ultimo",,0
Drunk Design,2010,USA,VA,22902,Charlottesville,POBox 2312,,0
DrunkDuck,,USA,CA,90064,Los Angeles,11400 W. Olympic Blvd,14th Floor,0
Drupal Connect,2009,USA,NY,10069,NY,160 Riverside Boulevard,,0
Drupro Oy,2009,FIN,,00100,Helsinki,Tallberginkatu 2A,,0
