"","name","country_code","amount_raised","category_code","number_of_employees","founded_year"
"2173","Dealer.com","USA",5000,"software","","1997"
"2183","DealitLive.com","USA",300,"web","5","2008"
"2216","Debix","USA",9300,"security","",""
"2218","Debt Resolve","USA",175,"software","","1997"
"2220","DebtFolio","USA",1584.593,"web","",""
"2221","DebtMarket","USA",1550.53,"ecommerce","16","2007"
"2224","DECA","USA",15000,"games_video","","2007"
"2226","deCarta","USA",52100,"software","","1996"
"2230","Decide","USA",8500,"ecommerce","","2010"
"2235","DecisionView","USA",7535,"software","",""
"2237","DeciZium ","USA",1500,"web","12","2006"
"2238","Deckerton","USA",15,"software","1","2010"
"2250","Delve Networks","USA",9650,"games_video","","2006"
"2251","Deep Nines","USA",9000,"software","","1999"
"2257","DeepDyve","USA",5375,"search","","2005"
"2260","DeepRockDrive","USA",3000,"games_video","",""
"2263","Deerpath Energy","USA",3500,"cleantech","",""
"2264","DeerTech","USA",4000,"other","","2003"
"2265","Deeya Energy","USA",15000,"cleantech","","2004"
"2266","Deezer","IND",18790,"games_video","50","2007"
"2271","Definition 6","USA",15000,"public_relations","","1997"
"2273","Defywire","USA",10600,"mobile","","2003"
"2278","Deitek Systems ","COL",250,"software","7","2006"
"2279","Deja.io","ISR",200,"games_video","2","2010"
"2283","Dekkun ","USA",10000,"biotech","","2011"
"2288","Delaware Valley Industrial Resource Center (DVIRC)","USA",300,"other","",""
"2290","Delenex Therapeutics","CHE",33300,"biotech","",""
"2291","Delfigo Security","USA",1500,"security","15","2008"
"2293","Delfmems","FRA",1900,"public_relations","",""
"2296","Deline.JY Inc.","KOR",100,"web","10","2008"
"2298","DeliveryEdge","USA",1500,"ecommerce","","2006"
"2303","Delphi","USA",8000,"cleantech","",""
"2304","Delphinus Medical Technologies","USA",8000,"hardware","","2009"
"2306","Delphix","USA",19500,"enterprise","","2008"
"2309","Deltagen","USA",1500,"biotech","","1997"
"2315","Deltek","USA",2000.019,"software","",""
"2320","Delver","ISR",4000,"search","26","2007"
"2322","DEM Solutions","GBR",5750,"software","","2002"
"2324","Demand Media","USA",374798,"web","","2006"
"2326","Demandbase","USA",18000,"web","25",""
"2331","demandmart","USA",100,"other","6","2009"
"2332","DemandPoint","USA",1507.989,"software","","1996"
"2334","DemandTec","USA",6000,"software","350","1999"
"2335","Demandware","USA",43100.001,"ecommerce","","2004"
"2339","Demdex","USA",7500,"software","11","2008"
"2351","Denator","SWE",4524,"biotech","",""
"2365","DepotPoint","USA",11000,"software","","2005"
"2369","Derceto","USA",2190,"software","","2003"
"2374","Derivix","USA",12700,"software","","2005"
"2385","Design Clinicals","USA",432.299,"software","","2007"
"2401","Design2Launch","USA",200,"software","","1999"
"2412","Desktone","USA",23783.298,"software","","2006"
"2421","DeskMetrics","BRA",200,"software","5","2010"
"2432","Destinator Technologies","CAN",16500,"software","","2003"
"2433","Destineer","USA",12000,"games_video","",""
"2435","Desura","AUS",100,"games_video","","2010"
"2452","Devotee","USA",25,"mobile","3","1987"
"2455","deviantART","USA",3500,"web","","2000"
"2457","Devicescape","USA",12200,"mobile","","2000"
"2459","Devkinetic Designs","USA",10,"web","1","2006"
"2468","Devtap","USA",2600,"search","37","2008"
"2469","Devver","USA",515,"software","0",""
"2470","DevZuz","USA",9250,"enterprise","",""
"2476","Dexmo","GBR",105,"network_hosting","4","2006"
"2477","Dexrex Gear","USA",3670,"software","12","2006"
"2479","Diamond Microwave Devices","GBR",2160,"semiconductor","","2006"
"2480","Dexterra","USA",122500,"mobile","","2000"
"2482","Dextrys","USA",48000,"consulting","","1987"
"2484","Dezide","DNK",350,"software","12","2001"
"2486","DFine","USA",74000,"biotech","",""
"2488","DFMSim","USA",368,"other","","2005"
"2493","DGP Labs","USA",4750,"web","",""
"2500","Diabetica","GBR",1210,"biotech","","2004"
"2502","Diablo Technologies","CAN",15000,"semiconductor","","2002"
"2503","diaDexus","USA",49200,"biotech","",""
"2504","Diaferon","DEU",927,"biotech","",""
"2505","Diagnoplex","CHE",8300,"biotech","","2005"
"2509","DiagnosisOne","USA",5000,"biotech","",""
"2513","Dial a Dealer","GBR",140,"other","2","2006"
"2521","Dialectica","ITA",1780,"biotech","","2004"
"2543","DiBcom","FRA",27250,"semiconductor","","2000"
"2551","Dicerna Pharmaceuticals","USA",153000,"biotech","","2007"
"2553","DICOM Grid","USA",19384.138,"other","25","2002"
"2558","DieDe Die Development","ESP",600,"enterprise","",""
"2559","Diet TV","USA",2000,"other","10","2002"
"2564","Diffusion Pharmaceuticals","USA",9753.99,"biotech","","2001"
"2567","Digabit","USA",1245,"enterprise","",""
"2570","Digby","USA",16000,"mobile","","2006"
"2573","Digg","USA",40000,"web","60","2004"
"2580","Digicompanion","FRA",2290,"software","","2006"
"2587","DigiMeld","USA",2000,"web","",""
"2588","Dreamsoft Technologies","GBR",100,"software","6","2007"
"2594","DigiSat Technology","CHN",5000,"games_video","",""
"2599","Digit Wireless","USA",10000,"public_relations","","2000"
"2603","Digital Angel","USA",8540,"mobile","",""
"2605","Digital Assent","USA",2000,"hardware","",""
"2611","Digital Bridge Communications Corp.","USA",31000,"mobile","","2005"
"2617","Digital Chocolate","USA",55900,"web","","2003"
"2619","Digital Containers","USA",10000,"software","6","1997"
"2621","Digital Development Partners","USA",1020,"enterprise","",""
"2629","Digital Fuel","USA",5000,"software","100","2000"
"2630","Digital Fuel Technologies","USA",25000,"software","","2000"
"2633","Digital Harbor","USA",11000,"software","","1997"
"2646","Digital Lifeboat","USA",2000,"security","","2007"
"2648","Digital Lumens","USA",16300.645,"cleantech","","2008"
"2669","Digital Orchid","USA",6245.292,"ecommerce","","2002"
"2672","Digital Payment Technologies","CAN",3000,"software","","1997"
"2673","Digital Performance","USA",4476.171,"other","15","2006"
"2679","Digital Railroad","USA",15200,"web","",""
"2684","Digital Reef","USA",20000,"enterprise","","2006"
"2691","Digital Signal","USA",15000,"software","",""
"2692","Digital Sky Technologies","RUS",688000,"web","","2005"
"2703","Digital Union","USA",1700,"software","",""
"2725","DigitalPost Interactive","USA",1441.525,"web","",""
"2726","Digitalsmiths","USA",31500,"software","48","2006"
"2740","Digitiliti","USA",435,"software","","2006"
"2741","Digitrad Communications","FRA",2500,"mobile","10","1999"
"2742","Digium","USA",13800,"public_relations","120","1999"
"2749","DiJiPOP","USA",2000,"advertising","12","2008"
"2750","dijit","USA",2450,"games_video","14","2006"
"2753","Diligent Technologies","USA",10500,"security","","2002"
"2754","Dilithium Networks","USA",98170,"mobile","","2001"
"2755","dilitronics","DEU",2720,"hardware","",""
"2761","Dimdim","USA",8400,"web","",""
"2770","Dindong","BRA",250,"web","5","2008"
"2772","Dinglepharb","HKG",400,"games_video","56","2009"
"2777","DiObex","USA",31080,"biotech","","2003"
"2782","Dipity","USA",900,"web","4","2007"
"2791","Direct Flow Medical","USA",40000,"biotech","",""
"2795","Direct Media Technologies","CAN",4200,"web","",""
"2804","Directa Plus","GBR",4260,"hardware","",""
"2805","DirectAdoptions.com","USA",500,"web","10","2009"
"2808","Directed Edge","DEU",15,"web","","2008"
"2811","DirectLaw","USA",300,"legal","12","2008"
"2813","DirectMoney","AUS",98,"public_relations","6","2006"
"2815","DirectPointe","USA",7715.715,"enterprise","",""
"2819","DIREVO Industrial Biotechnology","DEU",24900,"biotech","","2000"
"2821","Dirtt Environmental","CAN",22000,"cleantech","",""
"2824","Discera","USA",35500,"semiconductor","","2001"
"2846","Discretix","ISR",20000,"software","","2000"
"2849","Discretix Technologies","ISR",20000,"software","","2000"
"2857","DisplayLink","USA",53250,"semiconductor","","2003"
"2859","DISQUS","USA",10500,"web","16","2007"
"2864","Distil Interactive","CAN",3048,"software","","2005"
"2881","Divergence","USA",11800,"biotech","","1999"
"2888","DiVitas Networks","USA",38430,"mobile","","2005"
"2889","divorce360","USA",2500,"web","6","2007"
"2892","DivX","USA",35000,"software","",""
"2893","Dixero International SA","CHE",3000,"web","25","2009"
"2894","Dixon Technologies","IND",9350,"hardware","",""
"2896","DIY Real Estate Solutions","USA",400,"software","",""
"2897","DIYSEO","USA",1500,"advertising","5","2009"
"2902","Dizzywood","USA",2000,"games_video","","2007"
"2907","DJTUNES.COM","DEU",798,"ecommerce","20","2005"
"2918","Dmailer","FRA",3610,"software","","2001"
"2928","DNA Games","USA",2000,"games_video","19","2009"
"2929","DNP Green Technology","USA",12000,"other","","2008"
"2933","DNA13","CAN",4530,"software","","2001"
"2934","DNage","NLD",1940,"biotech","","2004"
"2935","DNAnexus","USA",1550,"biotech","",""
"2946","do@","ISR",7000,"search","9","2010"
"2952","Docea Power","FRA",1500,"software","","2006"
"2957","DocLanding","USA",1300,"enterprise","15","2000"
"2963","DocSea","FRA",863,"software","","2000"
"2967","Docstoc","USA",4000,"web","","2007"
"2977","Docufide","USA",4500,"other","",""
"2981","Document Security Systems","USA",4000,"other","85","1984"
"2990","documistic","USA",100,"software","3","2007"
"2991","DocuSign","USA",56400,"software","",""
"2995","DocVerse","USA",1300,"web","5","2007"
"3008","Dogster","USA",1000,"web","","2004"
"3009","DogTime Media","USA",1000,"web","15","2007"
"3017","DokDok","CAN",220,"software","","2009"
"3019","Dolan Media","USA",2623.84,"web","",""
"3023","Domain Developers Fund","CYM",120,"ecommerce","5","2008"
"3024","Domain Invest","LUX",7530,"enterprise","","2008"
"3029","Domainex","GBR",718,"biotech","","2001"
"3044","Done In :60 Seconds","USA",30,"advertising","27","2007"
"3046","Donnerwood Media","USA",10200,"games_video","","2005"
"3047","Donnorwood Media","USA",5000,"web","",""
"3052","Dreamstreet Golf","USA",40,"games_video","","2009"
"3057","Doochoo","USA",150,"web","","2010"
"3072","Doostang","USA",5750,"web","10","2005"
"3079","Doppelganger","USA",11000,"web","",""
"3088","DormNoise","USA",950,"web","1",""
"3090","Dormzy","USA",250,"ecommerce","8","2010"
"3095","DossierView","CAN",750,"software","",""
"3103","DotBlu","USA",2250,"web","",""
"3105","dotCloud","USA",10800,"software","",""
"3112","DotGT","USA",250,"hardware","11","2010"
"3118","DotNetNuke","USA",8000,"software","40","2006"
"3126","DotSpots","USA",300,"public_relations","9","2007"
"3131","dotSyntax","USA",500,"software","7","2006"
"3132","Double Encore","USA",25,"software","20","2008"
"3133","Double Fusion","USA",59000,"web","80","2004"
"3135","Double R Group","JPN",100,"ecommerce","5","2009"
"3139","DoubleDutch","USA",1400,"mobile","7","2010"
"3144","doubleTwist","USA",7500,"software","",""
"3145","DoubleVerify","USA",13500,"advertising","",""
"3153","Doximity","USA",10800,"software","",""
"3154","Doxo","USA",15250,"other","","2008"
"3159","Doyenz","USA",7800.161,"software","20","2007"
"3164","DP7 Digital","BRA",100,"software","6","2009"
"3168","Violin Memory","USA",91634.937,"semiconductor","","2005"
"3174","Dr Sears Family Essentials","USA",5600,"ecommerce","",""
"3181","Draker Laboratories","USA",1610,"cleantech","25","1999"
"3184","Dragon Ports","CHN",120,"mobile","",""
"3185","Dragonfly","USA",3000,"web","","2006"
"3186","Dragonfruit Studios","USA",1000,"games_video","",""
"3199","DRC Computer","USA",500,"semiconductor","","2004"
"3203","Dreamerz Foods","USA",10000,"biotech","","2006"
"3210","DreamBox Learning","USA",7100,"other","",""
"3213","DreamFace Interactive","FRA",150,"enterprise","10","2007"
"3214","DreamFactory Software","USA",6252.331,"enterprise","","1998"
"3220","Dreampod","USA",183.498,"search","10","2002"
"3222","Dreamscape Blue","USA",350,"other","","2009"
"3227","Dresden Silicon","DEU",590,"semiconductor","","2005"
"3238","DriftToIt","USA",300,"web","4","2007"
"3241","Drimki","FRA",5140,"ecommerce","","2007"
"3242","Drimmi","RUS",4000,"games_video","","2009"
"3245","DriveABLE Assessment Centres","CAN",808,"software","","1998"
"3246","DriverSide","USA",10300,"web","","2007"
"3247","DriveCam","USA",69000,"other","","1998"
"3253","DriveMeCrazy","USA",300,"mobile","3","2010"
"3255","DrivenBI","USA",1233,"consulting","","2006"
"3260","DRO Biosystems","ESP",237,"biotech","",""
"3262","drop.io","USA",9950,"network_hosting","12","2007"
"3263","Dropbox","USA",7200,"web","55","2007"
"3266","Dropico Media","ISR",1000,"web","11","2008"
"3269","Droplet Technology","USA",3500,"games_video","",""
"3282","Druva ","USA",5000,"software","75","2007"
"3291","DSI MET-TECH","USA",950,"hardware","","1981"
"3300","DSO Interactive","FRA",2650,"software","","2001"
"3312","DTT Surveillance","USA",7000,"enterprise","","1999"
"3322","DubMeNow","USA",4300,"mobile","","2008"
"3324","Duck Creek Technologies","USA",7000,"software","",""
"3333","Dukky","USA",1000,"public_relations","15","2008"
"3338","Dune Medical Devices","ISR",12500,"biotech","",""
"3339","Dune Networks","USA",2000,"public_relations","","2000"
"3341","DuneNetworks","USA",12000,"semiconductor","","2000"
"3347","Duo Security","USA",1000,"security","","2010"
"3354","DUQI.COM","CHN",100,"web","5","2010"
"3356","DuraFizz","USA",250,"biotech","",""
"3368","DVS Intelestream","USA",28500,"software","",""
"3371","Dwolla","USA",1305,"ecommerce","3","2008"
"3375","DxO Labs","FRA",12820,"software","","2002"
"3381","Dympol","USA",402.5,"advertising","","2008"
"3383","Dynadec","USA",2000,"public_relations","","2007"
"3386","Dynamic IT Management Services","GBR",1700,"software","",""
"3388","Dynamic Organic Light","USA",1200,"hardware","","2003"
"3401","Dynamics Research","USA",4200,"software","","1955"
"3405","DynaPump","USA",6000,"cleantech","","1992"
"3408","dynaTrace software","USA",21900,"software","","2005"
"3409","Dynavax Technologies","USA",20067.48,"biotech","",""
"3412","Dynmark International","GBR",981,"mobile","","2001"
"3415","Dyyno","USA",11190,"games_video","25","2007"
"3421","E Ink","USA",52800,"hardware","","1997"
"3426","e(ye)BRAIN","FRA",1800,"software","","2008"
"3433","E-Band Communications ","USA",3200,"network_hosting","","2003"
"3434","E-Blink","FRA",2620,"public_relations","",""
"3467","e2e Materials","USA",3400,"cleantech","14","2006"
"3475","e994","SGP",94,"mobile","3","2009"
"3490","EarLens","USA",4607.086,"other","","2005"
"3493","EarlySense","ISR",13000,"biotech","","2004"
"3495","Earnix ","ISR",7000,"software","","2001"
"3496","Earth Aid","USA",4000,"web","","2007"
"3498","eASIC","USA",88200,"semiconductor","",""
"3499","Earth Class Mail","USA",21400,"software","53","2004"
"3509","earthmine","USA",1000,"enterprise","20","2006"
"3517","East Central Mental Health","USA",5000,"enterprise","50","1988"
"3531","Easy Bill Online","CAN",100,"public_relations","7","2003"
"3537","Easy Solutions","USA",3200,"security","","2002"
"3543","easy2comply (Dynasec)","USA",1000,"software","","2002"
"3548","EasyLink","IND",5400,"network_hosting","20","1995"
"3580","eBillme","USA",23000,"ecommerce","","2004"
"3581","eBioscience","USA",55000,"biotech","",""
"3584","eBIZ.mobility","ISR",1100,"ecommerce","20","2003"
"3585","eBureau","USA",38000,"software","55","2004"
"3587","eblizz","USA",650,"web","8",""
"3590","EBR Systems","USA",56000,"biotech","16","2003"
"3591","ebridge","USA",2500,"web","","1995"
"3594","EBS Worldwide Services","IND",5500,"software","","2000"
"3600","Ebyline","USA",1500,"public_relations","6","2009"
"3606","EcoIntense","DEU",909,"software","",""
"3614","Ecast","USA",29300,"games_video","","1999"
"3617","Echelon","USA",16000,"hardware","",""
"3618","eChinaChem Group","CHN",5000,"other","70","2000"
"3619","Echo","USA",4800,"enterprise","30",""
"3620","Echo Global Logistics","USA",17400,"enterprise","",""
"3621","Echo it","DNK",60,"web","5","2010"
"3623","Echo Therapeutics","USA",11062.5,"biotech","",""
"3627","eCommera","GBR",10410,"consulting","","2007"
"3634","Echopass Corporation","USA",9000,"web","",""
"3635","EchoSign","USA",8500,"web","25",""
"3651","Eco Power Solutions","USA",7000,"cleantech","",""
"3652","Eco Products","USA",2000,"cleantech","",""
"3655","ECO2 Plastics","USA",6500,"cleantech","",""
"3658","ecoATM","USA",14400,"other","",""
"3666","EcoDirect","USA",100,"cleantech","5","2008"
